# VB6 Control Property Descriptor Tables
# Extracted from MSVBVM60.DLL v6.00.9848 runtime descriptor pointer tables.
# Each row represents one entry in a control's property pointer table.
# Status: active=serializable, fontsub=flag-only, skip=runtime-only, sep=separator, obj=COM object ref
#
# Descriptor Table VAs:
#   Timer:          0x66028A50 (9 entries)
#   Label:          0x66027040 (47 entries)
#   CommandButton:  0x660283C8 (43 entries)
#   TextBox:        0x66026A40 (58 entries)
#   CheckBox:       0x66025A78 (49 entries)
#   OptionButton:   0x66027BB0 (43 entries)
#   Frame:          0x660256A8 (35 entries)
#   PictureBox:     0x66027FD8 (69 entries)
#   ListBox:        0x66002330 (56 entries)
#   ComboBox:       0x66025F30 (56 entries)
#   HScrollBar:     0x660286B0 (27 entries)
#   VScrollBar:     0x660286B0 (27 entries, shared with HScrollBar)
#   Image:          0x660272E8 (29 entries)
#   Shape:          0x66028900 (19 entries)
#   Line:           0x66027748 (14 entries)
#   Data:           0x660241E8 (46 entries)
#   DriveListBox:   0x660265D0 (38 entries)
#   DirListBox:     0x660262D0 (40 entries)
#   FileListBox:    0x6601E8C0 (49 entries)
#   Menu:           0x66027940 (14 entries)
#   OLE:            0x66025000 (75 entries)
#   Form:           0x660226B0 (75 entries)
#   MDIForm:        0x660226B0 (75 entries, shared with Form)
#   PropertyPage:   0x6602A3F0 (78 entries)
#   UserControl:    0x66029530 (94 entries)
#   UserDocument:   0x66029D10 (88 entries)
#
control_type,index,name,ser_type,callback_bytes,status,flags,descriptor_va
OptionButton,15,FontItalic,4,0,flag,0x90204C04,0x66001CE0
OptionButton,16,FontStrikethru,4,0,flag,0x90204C04,0x66001D10
OptionButton,17,FontUnderline,4,0,flag,0x90204C04,0x66001D20
OptionButton,18,TabIndex,2,0,active,0x84012402,0x66001FF0
OptionButton,19,Value,4,0,active,0x00E14404,0x66027B70
OptionButton,20,Parent,25,0,skip,0x80003819,0x66001F10
OptionButton,21,DragMode,6,0,active,0x80C12606,0x66001ED0
OptionButton,22,DragIcon,21,0,active,0x84C1A215,0x66001EC0
OptionButton,23,TabStop,4,0,active,0x80C14404,0x66002000
OptionButton,24,Tag,13,0,active,0x80C1220D,0x66001DD0
OptionButton,25,Alignment,6,0,active,0x00C12406,0x66027B80
OptionButton,26,HelpContextID,3,0,active,0x80C12203,0x66001DB0
OptionButton,27,hWnd,3,0,flag,0x80003803,0x66001D30
OptionButton,28,MouseIcon,21,0,active,0x84C1A615,0x66001D40
OptionButton,29,Font,20,0,active,0x80224414,0x66001CC0
OptionButton,30,WhatsThisHelpID,3,0,active,0x80C12203,0x66001EF0
OptionButton,31,Appearance,6,0,active,0x80C12606,0x66001CA0
OptionButton,32,Container,32,0,skip,0x80004C20,0x66001FB0
OptionButton,33,RightToLeft,4,0,active,0x80C14404,0x66114000
OptionButton,34,ToolTipText,1,0,active,0x80D12401,0x66001F20
OptionButton,35,Picture,21,0,active,0x84E14495,0x660259E0
OptionButton,36,DisabledPicture,21,0,active,0x84E14495,0x66025A00
OptionButton,37,DownPicture,21,0,active,0x84E14495,0x660259F0
OptionButton,38,Style,6,0,active,0x00C13406,0x66027B98
OptionButton,39,OLEDropMode,6,0,active,0x80412406,0x66001D70
OptionButton,40,MaskColor,5,0,active,0x80F14405,0x66025A10
OptionButton,41,UseMaskColor,4,0,active,0x80E14404,0x66025A20
OptionButton,42,CausesValidation,4,0,active,0x80C12204,0x66002010
PictureBox,0,Name,1,0,active,0x8400D412,0x66001E50
PictureBox,1,BackColor,5,0,active,0x80F12405,0x66022260
PictureBox,2,Index,17,0,active,0x84C1D411,0x66001F00
PictureBox,3,Picture,21,0,active,0x04E12415,0x66027FB8
PictureBox,4,ForeColor,5,0,active,0x80F12405,0x66022280
PictureBox,5,LeftTop,8,4,active,0x90222408,0x66001DC0
PictureBox,6,Top,10,0,flag,0x9020240A,0x66001DE0
PictureBox,7,Width,9,0,flag,0x90202409,0x66001E00
PictureBox,8,Height,11,0,flag,0x9020240B,0x66001DA0
PictureBox,9,Enabled,4,0,active,0x80E14404,0x66001D90
PictureBox,10,Visible,4,0,active,0x80E14404,0x66001DF0
PictureBox,11,MousePointer,6,0,active,0x80C12406,0x66001D50
PictureBox,12,FontName,1,0,active,0x90224C01,0x66001CF0
PictureBox,13,FontSize,7,0,flag,0x90304C07,0x66001D00
PictureBox,14,FontBold,4,0,flag,0x90204C04,0x66001CD0
PictureBox,15,FontItalic,4,0,flag,0x90204C04,0x66001CE0
PictureBox,16,FontStrikethru,4,0,flag,0x90204C04,0x66001D10
PictureBox,17,FontUnderline,4,0,flag,0x90204C04,0x66001D20
PictureBox,18,TabIndex,2,0,active,0x84012402,0x66001FF0
PictureBox,19,hDC,3,0,flag,0x00005803,0x66022170
PictureBox,20,CurrentX,7,0,flag,0x00004C07,0x66022150
PictureBox,21,CurrentY,7,0,flag,0x00004C07,0x66022160
PictureBox,22,ScaleLeft,7,0,flag,0x10404407,0x66022218
PictureBox,23,ScaleTop,7,0,flag,0x10404407,0x66022240
PictureBox,24,ScaleWidth,7,0,flag,0x10004407,0x66022250
PictureBox,25,ScaleHeight,7,0,flag,0x10004407,0x66022208
PictureBox,26,ScaleMode,6,0,active,0x10422406,0x66022228
PictureBox,27,FontTransparent,4,0,flag,0x10404404,0x660221E8
PictureBox,28,DrawStyle,6,0,active,0x00C14406,0x66022198
PictureBox,29,DrawWidth,2,0,active,0x00C14402,0x660221B0
PictureBox,30,FillStyle,6,0,active,0x00C14406,0x660221D0
PictureBox,31,FillColor,5,0,active,0x00D12405,0x660221C0
PictureBox,32,DrawMode,6,0,active,0x00C14406,0x66022180
PictureBox,33,AutoRedraw,4,0,flag,0x10604404,0x66022140
PictureBox,34,CausesValidation,4,0,active,0x80C12204,0x66002010
PictureBox,35,AutoSize,4,0,active,0x00E12604,0x66027F90
PictureBox,36,BorderStyle,6,0,active,0x00C12406,0x66027FA0
PictureBox,37,LinkTopic,1,0,active,0x80E1C401,0x66025338
PictureBox,38,LinkItem,1,0,active,0x80E1C401,0x66025300
PictureBox,39,LinkMode,6,0,active,0x80C1C406,0x66025310
PictureBox,40,Image,21,0,flag,0x04005815,0x660221F8
PictureBox,41,Parent,25,0,skip,0x80003819,0x66001F10
PictureBox,42,DragMode,6,0,active,0x80C12606,0x66001ED0
PictureBox,43,DragIcon,21,0,active,0x84C1A215,0x66001EC0
PictureBox,44,LinkTimeout,2,0,active,0x80C14402,0x66025328
PictureBox,45,TabStop,4,0,active,0x80C14404,0x66002000
PictureBox,46,Tag,13,0,active,0x80C1220D,0x66001DD0
PictureBox,47,hWnd,3,0,flag,0x80003803,0x66001D30
PictureBox,48,ClipControls,4,0,active,0x80C12204,0x66022270
PictureBox,49,HelpContextID,3,0,active,0x80C12203,0x66001DB0
PictureBox,50,Align,6,0,active,0x80C12406,0x66024040
PictureBox,51,IMEMode,6,0,active,0xC0C16606,0x66114018
PictureBox,52,DataSource,1,0,active,0x82F13201,0x66001FE0
PictureBox,53,DataField,1,0,active,0x80F12601,0x66001FD0
PictureBox,54,DataChanged,4,0,flag,0x80106E04,0x66001FC0
PictureBox,55,MouseIcon,21,0,active,0x84C1A615,0x66001D40
PictureBox,56,Negotiate,4,0,active,0x82C13404,0x66024058
PictureBox,57,Font,20,0,active,0x80224414,0x66001CC0
PictureBox,58,WhatsThisHelpID,3,0,active,0x80C12203,0x66001EF0
PictureBox,59,Appearance,6,0,active,0x80C12606,0x66001CA0
PictureBox,60,Container,32,0,skip,0x80004C20,0x66001FB0
PictureBox,61,RightToLeft,4,0,active,0x80C14404,0x66114000
PictureBox,62,ToolTipText,1,0,active,0x80D12401,0x66001F20
PictureBox,63,OLEDragMode,6,0,active,0x80412206,0x660021A0
PictureBox,64,OLEDropMode,6,0,active,0x80412406,0x66026960
PictureBox,65,DataMember,33,0,active,0x80F12621,0x660020A0
PictureBox,66,DataFormat,22,0,active,0x84654416,0x66002070
PictureBox,67,DataSource(obj),22,0,flag,0x84244C16,0x66002088
PictureBox,68,HasDC,4,0,active,0x00C13204,0x66027FC8
PropertyPage,0,Name,1,0,active,0x8400D412,0x660222A0
PropertyPage,1,Caption,1,0,active,0x80EA4401,0x66022290
PropertyPage,2,hWnd,3,0,flag,0x80003803,0x66001D30
PropertyPage,3,BackColor,5,0,active,0x80F12405,0x66022260
PropertyPage,4,ForeColor,5,0,active,0x80F12405,0x66022280
PropertyPage,5,_,4,0,sep,0xE0000804,0x660024A0
PropertyPage,6,_,4,0,sep,0xE0000804,0x660024A0
PropertyPage,7,Width,9,0,flag,0x90203409,0x6602A3B8
PropertyPage,8,Height,11,0,flag,0x9020340B,0x6602A3C8
PropertyPage,9,_,4,0,sep,0xE0000804,0x660024A0
PropertyPage,10,_,4,0,sep,0xE0000804,0x660024A0
PropertyPage,11,MousePointer,6,0,active,0x80C12406,0x66001D50
PropertyPage,12,FontName,1,0,active,0x90224C01,0x66001CF0
PropertyPage,13,FontSize,7,0,flag,0x90304C07,0x66001D00
PropertyPage,14,FontBold,4,0,flag,0x90204C04,0x66001CD0
PropertyPage,15,FontItalic,4,0,flag,0x90204C04,0x66001CE0
PropertyPage,16,FontStrikethru,4,0,flag,0x90204C04,0x66001D10
PropertyPage,17,FontUnderline,4,0,flag,0x90204C04,0x66001D20
PropertyPage,18,hDC,3,0,flag,0x00005803,0x66022170
PropertyPage,19,CurrentX,7,0,flag,0x00004C07,0x66022150
PropertyPage,20,CurrentY,7,0,flag,0x00004C07,0x66022160
PropertyPage,21,ScaleLeft,7,0,flag,0x10404407,0x66022218
PropertyPage,22,ScaleTop,7,0,flag,0x10404407,0x66022240
PropertyPage,23,ScaleWidth,7,0,flag,0x10004407,0x66022250
PropertyPage,24,ScaleHeight,7,0,flag,0x10004407,0x66022208
PropertyPage,25,ScaleMode,6,3,active,0x10422406,0x66022228
PropertyPage,26,FontTransparent,4,0,flag,0x10404404,0x660221E8
PropertyPage,27,DrawStyle,6,0,active,0x00C14406,0x66022198
PropertyPage,28,DrawWidth,2,0,active,0x00C14402,0x660221B0
PropertyPage,29,FillStyle,6,0,active,0x00C14406,0x660221D0
PropertyPage,30,FillColor,5,0,active,0x00D12405,0x660221C0
PropertyPage,31,DrawMode,6,0,active,0x00C14406,0x66022180
PropertyPage,32,AutoRedraw,4,0,flag,0x10604404,0x66022140
PropertyPage,33,Picture,21,0,active,0x04E12415,0x66022548
PropertyPage,34,_,4,0,sep,0xE0000804,0x660024A0
PropertyPage,35,_,4,0,sep,0xE0000804,0x660024A0
PropertyPage,36,_,4,0,sep,0xE0000804,0x660024A0
PropertyPage,37,_,4,0,sep,0xE0000804,0x660024A0
PropertyPage,38,_,4,0,sep,0xE0000804,0x660024A0
PropertyPage,39,_,4,0,sep,0xE0000804,0x660024A0
PropertyPage,40,_,4,0,sep,0xE0000804,0x660024A0
PropertyPage,41,Image,21,0,flag,0x04005815,0x660221F8
PropertyPage,42,_,4,0,sep,0xE0000804,0x660024A0
PropertyPage,43,_,4,0,sep,0xE0000804,0x660024A0
PropertyPage,44,_,4,0,sep,0xE0000804,0x660024A0
PropertyPage,45,_,4,0,sep,0xE0000804,0x660024A0
PropertyPage,46,_,4,0,sep,0xE0000804,0x660024A0
PropertyPage,47,Tag,13,0,active,0x80C1220D,0x66001DD0
PropertyPage,48,_,4,0,sep,0xE0000804,0x660024A0
PropertyPage,49,NegotiateMenus,4,0,active,0x00C12204,0x66022570
PropertyPage,50,ClipControls,4,0,active,0x80C12204,0x66022270
PropertyPage,51,HelpContextID,3,0,active,0x80C12203,0x66001DB0
PropertyPage,52,ActiveControl,26,0,flag,0x0000581A,0x66022590
PropertyPage,53,ClientSize,8,12,active,0x12025A08,0x660225A0
PropertyPage,54,ClientTop,10,0,flag,0x12005A0A,0x660225B0
PropertyPage,55,ClientWidth,8,0,flag,0x12005A08,0x660225C0
PropertyPage,56,ClientHeight,10,0,flag,0x12005A0A,0x660225D0
PropertyPage,57,Count,2,0,flag,0x00005802,0x660225E0
PropertyPage,58,Palette,32,0,skip,0x00005820,0x660225F0
PropertyPage,59,MouseIcon,21,0,active,0x84C1A615,0x66001D40
PropertyPage,60,_,4,0,sep,0xE0000804,0x660024A0
PropertyPage,61,LockControls,4,0,active,0x02C13A04,0x66022600
PropertyPage,62,_,4,0,sep,0xE0000804,0x660024A0
PropertyPage,63,_,4,0,sep,0xE0000804,0x660024A0
PropertyPage,64,Font,20,0,active,0x80224414,0x66001CC0
PropertyPage,65,Appearance,6,0,active,0x80C12606,0x66001CA0
PropertyPage,66,_,4,0,sep,0xE0000804,0x660024A0
PropertyPage,67,_,4,0,sep,0xE0000804,0x660024A0
PropertyPage,68,_,4,0,sep,0xE0000804,0x660024A0
PropertyPage,69,RightToLeft,4,0,active,0x80C14404,0x66114000
PropertyPage,70,ShowInTaskbar,4,0,active,0x00C13204,0x660226A0
PropertyPage,71,OLEDropMode,6,0,active,0x80412406,0x66001D70
PropertyPage,72,Icon,21,0,active,0x04E12415,0x66022620
PropertyPage,73,PaletteMode,6,0,active,0x00C12406,0x6602A3A0
PropertyPage,74,_,4,0,sep,0xE0000804,0x660024A0
PropertyPage,75,SelectedControls,22,0,flag,0x00005816,0x6602A370
PropertyPage,76,Changed,4,0,flag,0x00C04C04,0x6602A390
PropertyPage,77,StandardSize,6,0,flag,0x02005446,0x6602A3D8
Shape,0,Name,18,0,skip,0x8400D412,0x66001E50
Shape,1,Index,17,0,active,0x84C1D411,0x66001F00
Shape,2,BackColor,5,0,active,0x80F12405,0x66001E40
Shape,3,BorderColor,5,0,active,0x01F12285,0x660288F0
Shape,4,LeftTop,8,4,active,0x90222408,0x66001DC0
Shape,5,Top,10,0,flag,0x9020240A,0x66001DE0
Shape,6,Width,9,0,flag,0x90202409,0x66001E00
Shape,7,Height,11,0,flag,0x9020240B,0x66001DA0
Shape,8,Visible,4,0,active,0x80E14404,0x66001DF0
Shape,9,Parent,25,0,skip,0x80003819,0x66001F10
Shape,10,Tag,13,0,active,0x80C1220D,0x66001DD0
Shape,11,Shape,6,0,active,0x01C12286,0x66028870
Shape,12,DrawMode,6,0,active,0x00C14406,0x66022180
Shape,13,BorderStyle,6,0,active,0x00C12486,0x660288A0
Shape,14,BorderWidth,2,0,active,0x00E12482,0x660288B8
Shape,15,FillColor,5,0,active,0x00F12485,0x660288C8
Shape,16,BackStyle,6,0,active,0x01C12286,0x66028888
Shape,17,FillStyle,6,0,active,0x01C12286,0x660288D8
Shape,18,Container,32,0,skip,0x80004C20,0x66001FB0
TextBox,0,Name,18,0,skip,0x8400D412,0x66001E50
TextBox,1,Index,17,0,active,0x84C1D411,0x66001F00
TextBox,2,BackColor,5,0,active,0x80F12405,0x66001E40
TextBox,3,ForeColor,5,0,active,0x80F12405,0x66001E60
TextBox,4,LeftTop,8,4,active,0x90222408,0x66001DC0
TextBox,5,Top,10,0,flag,0x9020240A,0x66001DE0
TextBox,6,Width,9,0,flag,0x90202409,0x66001E00
TextBox,7,Height,11,0,flag,0x9020240B,0x66001DA0
TextBox,8,Enabled,4,0,active,0x80E14404,0x66001D90
TextBox,9,Visible,4,0,active,0x80E14404,0x66001DF0
TextBox,10,MousePointer,6,0,active,0x80C12406,0x66001D50
TextBox,11,Text,1,0,active,0x80EE4401,0x66025E50
TextBox,12,FontName,1,0,active,0x90224C01,0x66001CF0
TextBox,13,FontSize,7,0,flag,0x90304C07,0x66001D00
TextBox,14,FontBold,4,0,flag,0x90204C04,0x66001CD0
TextBox,15,FontItalic,4,0,flag,0x90204C04,0x66001CE0
TextBox,16,FontStrikethru,4,0,flag,0x90204C04,0x66001D10
TextBox,17,FontUnderline,4,0,flag,0x90204C04,0x66001D20
TextBox,18,TabIndex,2,0,active,0x84012402,0x66001FF0
TextBox,19,BorderStyle,6,0,active,0x00C12406,0x66026978
TextBox,20,LinkTopic,1,0,active,0x80E1C401,0x66025338
TextBox,21,LinkItem,1,0,active,0x80E1C401,0x66025300
TextBox,22,LinkMode,6,0,active,0x80C1C406,0x66025310
TextBox,23,MultiLine,4,0,active,0x00C13404,0x66026990
TextBox,24,ScrollBars,6,0,active,0x00C13406,0x660269A0
TextBox,25,SelStart,3,0,flag,0x00204C03,0x660269C8
TextBox,26,SelLength,3,0,flag,0x00204C03,0x660269B8
TextBox,27,SelText,1,0,flag,0x00204C01,0x660269D8
TextBox,28,Parent,25,0,skip,0x80003819,0x66001F10
TextBox,29,DragMode,6,0,active,0x80C12606,0x66001ED0
TextBox,30,DragIcon,21,0,active,0x84C1A215,0x66001EC0
TextBox,31,LinkTimeout,2,0,active,0x80C14402,0x66025328
TextBox,32,TabStop,4,0,active,0x80C14404,0x66002000
TextBox,33,Tag,13,0,active,0x80C1220D,0x66001DD0
TextBox,34,PasswordChar,1,0,active,0x00E92401,0x660269E8
TextBox,35,HideSelection,4,0,active,0x00C13204,0x660269F8
TextBox,36,Alignment,6,0,active,0x00C12406,0x66026A08
TextBox,37,MaxLength,3,0,active,0x00E12403,0x66026A20
TextBox,38,HelpContextID,3,0,active,0x80C12203,0x66001DB0
TextBox,39,hWnd,3,0,flag,0x80003803,0x66001D30
TextBox,40,IMEMode,6,0,active,0xC0C16606,0x66114018
TextBox,41,DataSource,1,0,active,0x82F13201,0x66001FE0
TextBox,42,DataField,1,0,active,0x80F12601,0x66001FD0
TextBox,43,DataChanged,4,0,flag,0x80106E04,0x66001FC0
TextBox,44,MouseIcon,21,0,active,0x84C1A615,0x66001D40
TextBox,45,Locked,4,0,active,0x00C14404,0x66026A30
TextBox,46,Font,20,0,active,0x80224414,0x66001CC0
TextBox,47,WhatsThisHelpID,3,0,active,0x80C12203,0x66001EF0
TextBox,48,Appearance,6,0,active,0x80C12606,0x66001CA0
TextBox,49,Container,32,0,skip,0x80004C20,0x66001FB0
TextBox,50,RightToLeft,4,0,active,0x80C14404,0x66114000
TextBox,51,ToolTipText,1,0,active,0x80D12401,0x66001F20
TextBox,52,OLEDragMode,6,0,active,0x80412206,0x660021A0
TextBox,53,OLEDropMode,6,0,active,0x80412406,0x66026960
TextBox,54,CausesValidation,4,0,active,0x80C12204,0x66002010
TextBox,55,DataMember,33,0,active,0x80F12621,0x660020A0
TextBox,56,DataFormat,22,0,active,0x84654416,0x66002070
TextBox,57,DataSource(obj),22,0,flag,0x84244C16,0x66002088
Timer,0,Name,18,0,skip,0x8400D412,0x66001E50
Timer,1,Index,17,0,active,0x84C1D411,0x66001F00
Timer,2,Enabled,4,0,active,0x00C12604,0x66028A30
Timer,3,Interval,3,0,active,0x00C12403,0x66028A40
Timer,4,Parent,25,0,skip,0x80003819,0x66001F10
Timer,5,Tag,13,0,active,0x80C1220D,0x66001DD0
Timer,6,_,4,0,sep,0xE0000804,0x660024A0
Timer,7,Left,8,0,active,0x82013408,0x66025360
Timer,8,Top,10,0,active,0x8201340A,0x66025370
UserControl,0,Name,1,0,active,0x8400D412,0x660222A0
UserControl,1,_,4,0,sep,0xE0000804,0x660024A0
UserControl,2,hWnd,3,0,flag,0x80003803,0x66001D30
UserControl,3,BackColor,5,0,active,0x80F12405,0x66022260
UserControl,4,ForeColor,5,0,active,0x80F12405,0x66022280
UserControl,5,_,4,0,sep,0xE0000804,0x660024A0
UserControl,6,_,4,0,sep,0xE0000804,0x660024A0
UserControl,7,Width,9,0,flag,0x90202409,0x66001E00
UserControl,8,Height,11,0,flag,0x9020240B,0x66001DA0
UserControl,9,Enabled,4,0,active,0x80E14404,0x66001D90
UserControl,10,_,4,0,sep,0xE0000804,0x660024A0
UserControl,11,MousePointer,6,0,active,0x80C12406,0x66001D50
UserControl,12,FontName,1,0,active,0x90224C01,0x66001CF0
UserControl,13,FontSize,7,0,flag,0x90304C07,0x66001D00
UserControl,14,FontBold,4,0,flag,0x90204C04,0x66001CD0
UserControl,15,FontItalic,4,0,flag,0x90204C04,0x66001CE0
UserControl,16,FontStrikethru,4,0,flag,0x90204C04,0x66001D10
UserControl,17,FontUnderline,4,0,flag,0x90204C04,0x66001D20
UserControl,18,hDC,3,0,flag,0x00005803,0x66022170
UserControl,19,CurrentX,7,0,flag,0x00004C07,0x66022150
UserControl,20,CurrentY,7,0,flag,0x00004C07,0x66022160
UserControl,21,ScaleLeft,7,0,flag,0x10404407,0x66022218
UserControl,22,ScaleTop,7,0,flag,0x10404407,0x66022240
UserControl,23,ScaleWidth,7,0,flag,0x10004407,0x66022250
UserControl,24,ScaleHeight,7,0,flag,0x10004407,0x66022208
UserControl,25,ScaleMode,6,3,active,0x10422406,0x66022228
UserControl,26,FontTransparent,4,0,flag,0x10404404,0x660221E8
UserControl,27,DrawStyle,6,0,active,0x00C14406,0x66022198
UserControl,28,DrawWidth,2,0,active,0x00C14402,0x660221B0
UserControl,29,FillStyle,6,0,active,0x00C14406,0x660221D0
UserControl,30,FillColor,5,0,active,0x00D12405,0x660221C0
UserControl,31,DrawMode,6,0,active,0x00C14406,0x66022180
UserControl,32,AutoRedraw,4,0,flag,0x10604404,0x66022140
UserControl,33,Picture,21,0,active,0x04E12415,0x66022548
UserControl,34,_,4,0,sep,0xE0000804,0x660024A0
UserControl,35,_,4,0,sep,0xE0000804,0x660024A0
UserControl,36,_,4,0,sep,0xE0000804,0x660024A0
UserControl,37,_,4,0,sep,0xE0000804,0x660024A0
UserControl,38,_,4,0,sep,0xE0000804,0x660024A0
UserControl,39,_,4,0,sep,0xE0000804,0x660024A0
UserControl,40,_,4,0,sep,0xE0000804,0x660024A0
UserControl,41,Image,21,0,flag,0x04005815,0x660221F8
UserControl,42,Parent,32,0,skip,0x00005820,0x660294D0
UserControl,43,MaskColor,5,0,active,0x00712205,0x66029330
UserControl,44,MaskPicture,21,0,active,0x04E12215,0x66029320
UserControl,45,Windowless,4,0,active,0x02C15444,0x660294E0
UserControl,46,_,4,0,sep,0xE0000804,0x660024A0
UserControl,47,Tag,13,0,active,0x80C1220D,0x66001DD0
UserControl,48,_,4,0,sep,0xE0000804,0x660024A0
UserControl,49,NegotiateMenus,4,0,active,0x00C12204,0x66022570
UserControl,50,ClipControls,4,0,active,0x80C12204,0x66022270
UserControl,51,_,4,0,sep,0xE0000804,0x660024A0
UserControl,52,ActiveControl,26,0,flag,0x0000581A,0x66022590
UserControl,53,ClientSize,8,12,active,0x12025A08,0x660225A0
UserControl,54,ClientTop,10,0,flag,0x12005A0A,0x660225B0
UserControl,55,ClientWidth,8,0,flag,0x12005A08,0x660225C0
UserControl,56,ClientHeight,10,0,flag,0x12005A0A,0x660225D0
UserControl,57,Count,2,0,flag,0x00005802,0x660225E0
UserControl,58,Palette,32,0,skip,0x00005820,0x660225F0
UserControl,59,MouseIcon,21,0,active,0x84C1A615,0x66001D40
UserControl,60,DataMembers,22,0,flag,0x00005816,0x660293B8
UserControl,61,LockControls,4,0,active,0x02C13A04,0x66022600
UserControl,62,DataBindingBehavior,6,0,active,0x02C15446,0x66119048
UserControl,63,ClipBehavior,6,0,active,0x00C12406,0x66029508
UserControl,64,Font,20,0,active,0x80224414,0x66001CC0
UserControl,65,Appearance,6,0,active,0x80C12606,0x66001CA0
UserControl,66,DataSourceBehavior,6,0,active,0x02C15446,0x66119060
UserControl,67,_,4,0,sep,0xE0000804,0x660024A0
UserControl,68,HyperLink,3,0,flag,0x00005803,0x66029520
UserControl,69,RightToLeft,4,0,active,0x80C14404,0x66114000
UserControl,70,ShowInTaskbar,4,0,active,0x00C13204,0x660226A0
UserControl,71,OLEDropMode,6,0,active,0x80412406,0x66001D70
UserControl,72,Icon,21,0,active,0x04E12415,0x66022620
UserControl,73,PaletteMode,6,0,active,0x00E1A406,0x66029410
UserControl,74,PropertyChanged,6,0,active,0x00C12406,0x660294F0
UserControl,75,_,4,0,sep,0xE0000804,0x660024A0
UserControl,76,DefaultCancel,4,0,active,0x02C15444,0x66029340
UserControl,77,ContainedControls,22,0,flag,0x00005816,0x660293A0
UserControl,78,PropertyPages,1,0,active,0x08064501,0x660293E0
UserControl,79,Extender,32,0,skip,0x00005820,0x660293D0
UserControl,80,ContainerHwnd,22,0,flag,0x00005816,0x660293F8
UserControl,81,ParentControls,22,0,flag,0x00005816,0x66029428
UserControl,82,ForwardFocus,4,0,active,0x02C15444,0x66029350
UserControl,83,CanGetFocus,4,0,active,0x02C15444,0x66029360
UserControl,84,CanPropertyChange,4,0,active,0x02C15444,0x66029370
UserControl,85,Alignable,4,0,active,0x02C15444,0x66029380
UserControl,86,Ambient,4,0,active,0x02C15444,0x66029390
UserControl,87,BackStyle,6,0,active,0x00C12406,0x66029440
UserControl,88,EventsFrozen,4,0,flag,0x00005804,0x66029458
UserControl,89,BorderStyle,6,0,active,0x00C12406,0x66029468
UserControl,90,InvisibleAtRuntime,4,0,flag,0x0200D404,0x66029480
UserControl,91,AccessKeys,1,0,active,0x08D14401,0x66029490
UserControl,92,HitBehavior,4,0,active,0x02C1B204,0x660294A8
UserControl,93,EditAtDesignTime,22,0,flag,0x00005816,0x660294B8
UserDocument,0,Name,1,0,active,0x8400D412,0x660222A0
UserDocument,1,_,4,0,sep,0xE0000804,0x660024A0
UserDocument,2,hWnd,3,0,flag,0x80003803,0x66001D30
UserDocument,3,BackColor,5,0,active,0x80F12405,0x66022260
UserDocument,4,ForeColor,5,0,active,0x80F12405,0x66022280
UserDocument,5,_,4,0,sep,0xE0000804,0x660024A0
UserDocument,6,_,4,0,sep,0xE0000804,0x660024A0
UserDocument,7,Width,9,0,flag,0x90202409,0x66001E00
UserDocument,8,Height,11,0,flag,0x9020240B,0x66001DA0
UserDocument,9,_,4,0,sep,0xE0000804,0x660024A0
UserDocument,10,_,4,0,sep,0xE0000804,0x660024A0
UserDocument,11,MousePointer,6,0,active,0x80C12406,0x66001D50
UserDocument,12,FontName,1,0,active,0x90224C01,0x66001CF0
UserDocument,13,FontSize,7,0,flag,0x90304C07,0x66001D00
UserDocument,14,FontBold,4,0,flag,0x90204C04,0x66001CD0
UserDocument,15,FontItalic,4,0,flag,0x90204C04,0x66001CE0
UserDocument,16,FontStrikethru,4,0,flag,0x90204C04,0x66001D10
UserDocument,17,FontUnderline,4,0,flag,0x90204C04,0x66001D20
UserDocument,18,hDC,3,0,flag,0x00005803,0x66022170
UserDocument,19,CurrentX,7,0,flag,0x00004C07,0x66022150
UserDocument,20,CurrentY,7,0,flag,0x00004C07,0x66022160
UserDocument,21,ScaleLeft,7,0,flag,0x10404407,0x66022218
UserDocument,22,ScaleTop,7,0,flag,0x10404407,0x66022240
UserDocument,23,ScaleWidth,7,0,flag,0x10004407,0x66022250
UserDocument,24,ScaleHeight,7,0,flag,0x10004407,0x66022208
UserDocument,25,ScaleMode,6,3,active,0x10422406,0x66022228
UserDocument,26,FontTransparent,4,0,flag,0x10404404,0x660221E8
UserDocument,27,DrawStyle,6,0,active,0x00C14406,0x66022198
UserDocument,28,DrawWidth,2,0,active,0x00C14402,0x660221B0
UserDocument,29,FillStyle,6,0,active,0x00C14406,0x660221D0
UserDocument,30,FillColor,5,0,active,0x00D12405,0x660221C0
UserDocument,31,DrawMode,6,0,active,0x00C14406,0x66022180
UserDocument,32,AutoRedraw,4,0,flag,0x10604404,0x66022140
UserDocument,33,Picture,21,0,active,0x04E12415,0x66022548
UserDocument,34,_,4,0,sep,0xE0000804,0x660024A0
UserDocument,35,_,4,0,sep,0xE0000804,0x660024A0
UserDocument,36,_,4,0,sep,0xE0000804,0x660024A0
UserDocument,37,_,4,0,sep,0xE0000804,0x660024A0
UserDocument,38,_,4,0,sep,0xE0000804,0x660024A0
UserDocument,39,_,4,0,sep,0xE0000804,0x660024A0
UserDocument,40,_,4,0,sep,0xE0000804,0x660024A0
UserDocument,41,Image,21,0,flag,0x04005815,0x660221F8
UserDocument,42,_,4,0,sep,0xE0000804,0x660024A0
UserDocument,43,_,4,0,sep,0xE0000804,0x660024A0
