# VB6 Control Property Descriptor Tables
# Extracted from MSVBVM60.DLL v6.00.9848 runtime descriptor pointer tables.
# Each row represents one entry in a control's property pointer table.
# Status: active=serializable, fontsub=flag-only, skip=runtime-only, sep=separator, obj=COM object ref
#
# Descriptor Table VAs:
#   Timer:          0x66028A50 (9 entries)
#   Label:          0x66027040 (47 entries)
#   CommandButton:  0x660283C8 (43 entries)
#   TextBox:        0x66026A40 (58 entries)
#   CheckBox:       0x66025A78 (49 entries)
#   OptionButton:   0x66027BB0 (43 entries)
#   Frame:          0x660256A8 (35 entries)
#   PictureBox:     0x66027FD8 (69 entries)
#   ListBox:        0x66002330 (56 entries)
#   ComboBox:       0x66025F30 (56 entries)
#   HScrollBar:     0x660286B0 (27 entries)
#   VScrollBar:     0x660286B0 (27 entries, shared with HScrollBar)
#   Image:          0x660272E8 (29 entries)
#   Shape:          0x66028900 (19 entries)
#   Line:           0x66027748 (14 entries)
#   Data:           0x660241E8 (46 entries)
#   DriveListBox:   0x660265D0 (38 entries)
#   DirListBox:     0x660262D0 (40 entries)
#   FileListBox:    0x6601E8C0 (49 entries)
#   Menu:           0x66027940 (14 entries)
#   OLE:            0x66025000 (75 entries)
#   Form:           0x660226B0 (75 entries)
#   MDIForm:        0x660226B0 (75 entries, shared with Form)
#   PropertyPage:   0x6602A3F0 (78 entries)
#   UserControl:    0x66029530 (94 entries)
#   UserDocument:   0x66029D10 (88 entries)
#
control_type,index,name,ser_type,callback_bytes,status,flags,descriptor_va
Form,52,ActiveControl,26,0,flag,0x0000581A,0x66022590
Form,53,ClientSize,8,12,active,0x12025A08,0x660225A0
Form,54,ClientTop,10,0,flag,0x12005A0A,0x660225B0
Form,55,ClientWidth,8,0,flag,0x12005A08,0x660225C0
Form,56,ClientHeight,10,0,flag,0x12005A0A,0x660225D0
Form,57,Count,2,0,flag,0x00005802,0x660225E0
Form,58,Palette,32,0,skip,0x00005820,0x660225F0
Form,59,MouseIcon,21,0,active,0x84C1A615,0x66001D40
Form,60,_,4,0,sep,0xE0000804,0x660024A0
Form,61,LockControls,4,0,active,0x02C13A04,0x66022600
Form,62,NegotiateMenus,4,0,active,0x02C13204,0x66022610
Form,63,_,4,0,sep,0xE0000804,0x660024A0
Form,64,Font,20,0,active,0x80224414,0x66001CC0
Form,65,Appearance,6,0,active,0x80C12606,0x66001CA0
Form,66,WhatsThisButton,4,0,active,0x00C13404,0x66022680
Form,67,WhatsThisHelp,4,0,active,0x00C13404,0x66022690
Form,68,StartUpPosition,4,0,active,0x00C13204,0x66022658
Form,69,RightToLeft,4,0,active,0x80C14404,0x66114000
Form,70,PaletteMode,6,0,active,0x00C13406,0x66022668
Form,71,OLEDropMode,6,0,active,0x80412406,0x66001D70
Form,72,Icon,21,0,active,0x04E12415,0x66022620
Form,73,HasDC,6,0,active,0x00C1A406,0x66022630
Form,74,Moveable,4,0,active,0x00C13204,0x66022648
Frame,0,Name,18,0,skip,0x8400D412,0x66001E50
Frame,1,Caption,1,0,active,0x80EA4401,0x66022290
Frame,2,Index,17,0,active,0x84C1D411,0x66001F00
Frame,3,BackColor,5,0,active,0x80F12405,0x66022260
Frame,4,ForeColor,5,0,active,0x80F12405,0x66022280
Frame,5,LeftTop,8,4,active,0x90222408,0x66001DC0
Frame,6,Top,10,0,flag,0x9020240A,0x66001DE0
Frame,7,Width,9,0,flag,0x90202409,0x66001E00
Frame,8,Height,11,0,flag,0x9020240B,0x66001DA0
Frame,9,Enabled,4,0,active,0x80E14404,0x66001D90
Frame,10,Visible,4,0,active,0x80E14404,0x66001DF0
Frame,11,MousePointer,6,0,active,0x80C12406,0x66001D50
Frame,12,FontName,1,0,active,0x90224C01,0x66001CF0
Frame,13,FontSize,7,0,flag,0x90304C07,0x66001D00
Frame,14,FontBold,4,0,flag,0x90204C04,0x66001CD0
Frame,15,FontItalic,4,0,flag,0x90204C04,0x66001CE0
Frame,16,FontStrikethru,4,0,flag,0x90204C04,0x66001D10
Frame,17,FontUnderline,4,0,flag,0x90204C04,0x66001D20
Frame,18,TabIndex,2,0,active,0x84012402,0x66001FF0
Frame,19,Parent,25,0,skip,0x80003819,0x66001F10
Frame,20,DragMode,6,0,active,0x80C12606,0x66001ED0
Frame,21,DragIcon,21,0,active,0x84C1A215,0x66001EC0
Frame,22,Tag,13,0,active,0x80C1220D,0x66001DD0
Frame,23,hWnd,3,0,flag,0x80003803,0x66001D30
Frame,24,ClipControls,4,0,active,0x80C12204,0x66022270
Frame,25,HelpContextID,3,0,active,0x80C12203,0x66001DB0
Frame,26,MouseIcon,21,0,active,0x84C1A615,0x66001D40
Frame,27,Font,20,0,active,0x80224414,0x66001CC0
Frame,28,WhatsThisHelpID,3,0,active,0x80C12203,0x66001EF0
Frame,29,Appearance,6,0,active,0x80C12606,0x66001CA0
Frame,30,Container,32,0,skip,0x80004C20,0x66001FB0
Frame,31,RightToLeft,4,0,active,0x80C14404,0x66114000
Frame,32,ToolTipText,1,0,active,0x80D12401,0x66001F20
Frame,33,OLEDropMode,6,0,active,0x80412406,0x66001D70
Frame,34,BorderStyle,6,0,active,0x00C12606,0x66025690
HScrollBar,0,Name,18,0,skip,0x8400D412,0x66001E50
HScrollBar,1,Index,17,0,active,0x84C1D411,0x66001F00
HScrollBar,2,LeftTop,8,4,active,0x90222408,0x66001DC0
HScrollBar,3,Top,10,0,flag,0x9020240A,0x66001DE0
HScrollBar,4,Width,9,0,flag,0x90202409,0x66001E00
HScrollBar,5,Height,11,0,flag,0x9020240B,0x66001DA0
HScrollBar,6,Enabled,4,0,active,0x80E14404,0x66001D90
HScrollBar,7,Visible,4,0,active,0x80E14404,0x66001DF0
HScrollBar,8,MousePointer,6,0,active,0x80C12406,0x66001D50
HScrollBar,9,TabIndex,2,0,active,0x84012402,0x66001FF0
HScrollBar,10,Min,2,0,active,0x00E12402,0x66028680
HScrollBar,11,Max,2,0,active,0x00E12402,0x66028670
HScrollBar,12,SmallChange,2,0,active,0x00E12402,0x66028690
HScrollBar,13,LargeChange,2,0,active,0x00E12402,0x66028660
HScrollBar,14,Value,2,0,active,0x00612402,0x660286A0
HScrollBar,15,Parent,25,0,skip,0x80003819,0x66001F10
HScrollBar,16,DragMode,6,0,active,0x80C12606,0x66001ED0
HScrollBar,17,DragIcon,21,0,active,0x84C1A215,0x66001EC0
HScrollBar,18,TabStop,4,0,active,0x80C14404,0x66002000
HScrollBar,19,Tag,13,0,active,0x80C1220D,0x66001DD0
HScrollBar,20,hWnd,3,0,flag,0x80003803,0x66001D30
HScrollBar,21,HelpContextID,3,0,active,0x80C12203,0x66001DB0
HScrollBar,22,MouseIcon,21,0,active,0x84C1A615,0x66001D40
HScrollBar,23,WhatsThisHelpID,3,0,active,0x80C12203,0x66001EF0
HScrollBar,24,Container,32,0,skip,0x80004C20,0x66001FB0
HScrollBar,25,RightToLeft,4,0,active,0x80C14404,0x66114000
HScrollBar,26,CausesValidation,4,0,active,0x80C12204,0x66002010
Image,0,Name,18,0,skip,0x8400D412,0x66001E50
Image,1,Index,17,0,active,0x84C1D411,0x66001F00
Image,2,Picture,21,0,active,0x04E12695,0x660272D8
Image,3,LeftTop,8,4,active,0x90222408,0x66001DC0
Image,4,Top,10,0,flag,0x9020240A,0x66001DE0
Image,5,Width,9,0,flag,0x90202409,0x66001E00
Image,6,Height,11,0,flag,0x9020240B,0x66001DA0
Image,7,Enabled,4,0,active,0x80E14404,0x66001D90
Image,8,Visible,4,0,active,0x80E14404,0x66001DF0
Image,9,MousePointer,6,0,active,0x80C12406,0x66001D50
Image,10,Stretch,4,0,active,0x00E12604,0x660272C8
Image,11,Parent,25,0,skip,0x80003819,0x66001F10
Image,12,DragMode,6,0,active,0x80C12606,0x66001ED0
Image,13,DragIcon,21,0,active,0x84C1A215,0x66001EC0
Image,14,Tag,13,0,active,0x80C1220D,0x66001DD0
Image,15,BorderStyle,6,0,active,0x00C12406,0x660272B0
Image,16,DataSource,1,0,active,0x82F13201,0x66001FE0
Image,17,DataField,1,0,active,0x80F12601,0x66001FD0
Image,18,DataChanged,4,0,flag,0x80106E04,0x66001FC0
Image,19,MouseIcon,21,0,active,0x84C1A615,0x66001D40
Image,20,WhatsThisHelpID,3,0,active,0x80C12203,0x66001EF0
Image,21,Appearance,6,0,active,0x80C12606,0x66001CA0
Image,22,Container,32,0,skip,0x80004C20,0x66001FB0
Image,23,ToolTipText,1,0,active,0x80D12401,0x66001F20
Image,24,OLEDragMode,6,0,active,0x80412206,0x660021A0
Image,25,OLEDropMode,6,0,active,0x80412406,0x66026960
Image,26,DataMember,33,0,active,0x80F12621,0x660020A0
Image,27,DataFormat,22,0,active,0x84654416,0x66002070
Image,28,DataSource(obj),22,0,flag,0x84244C16,0x66002088
Label,0,Name,18,0,skip,0x8400D412,0x66001E50
Label,1,Caption,1,0,active,0x80EA4401,0x66022290
Label,2,Index,17,0,active,0x84C1D411,0x66001F00
Label,3,BackColor,5,0,active,0x80F12405,0x66022260
Label,4,ForeColor,5,0,active,0x80F12405,0x66022280
Label,5,LeftTop,8,4,active,0x90222408,0x66001DC0
Label,6,Top,10,0,flag,0x9020240A,0x66001DE0
Label,7,Width,9,0,flag,0x90202409,0x66001E00
Label,8,Height,11,0,flag,0x9020240B,0x66001DA0
Label,9,Enabled,4,0,active,0x80E14404,0x66001D90
Label,10,Visible,4,0,active,0x80E14404,0x66001DF0
Label,11,MousePointer,6,0,active,0x80C12406,0x66001D50
Label,12,FontName,1,0,active,0x90224C01,0x66001CF0
Label,13,FontSize,7,0,flag,0x90304C07,0x66001D00
Label,14,FontBold,4,0,flag,0x90204C04,0x66001CD0
Label,15,FontItalic,4,0,flag,0x90204C04,0x66001CE0
Label,16,FontStrikethru,4,0,flag,0x90204C04,0x66001D10
Label,17,FontUnderline,4,0,flag,0x90204C04,0x66001D20
Label,18,TabIndex,2,0,active,0x84012402,0x66001FF0
Label,19,BorderStyle,6,0,active,0x00C12406,0x66026FF0
Label,20,Alignment,6,0,active,0x01C12286,0x66026FC0
Label,21,LinkTopic,1,0,active,0x80E1C401,0x66025338
Label,22,LinkItem,1,0,active,0x80E1C401,0x66025300
Label,23,LinkMode,6,0,active,0x80C1C406,0x66025310
Label,24,AutoSize,4,0,active,0x00E12604,0x66026FE0
Label,25,Parent,25,0,skip,0x80003819,0x66001F10
Label,26,DragMode,6,0,active,0x80C12606,0x66001ED0
Label,27,DragIcon,21,0,active,0x84C1A215,0x66001EC0
Label,28,LinkTimeout,2,0,active,0x80C14402,0x66025328
Label,29,Tag,13,0,active,0x80C1220D,0x66001DD0
Label,30,WordWrap,4,0,active,0x00E12404,0x66027008
Label,31,BackStyle,6,0,active,0x00C12406,0x66027018
Label,32,DataSource,1,0,active,0x82F13201,0x66001FE0
Label,33,DataField,1,0,active,0x80F12601,0x66001FD0
Label,34,DataChanged,4,0,flag,0x80106E04,0x66001FC0
Label,35,MouseIcon,21,0,active,0x84C1A615,0x66001D40
Label,36,UseMnemonic,4,0,active,0x01E12284,0x66027030
Label,37,Font,20,0,active,0x80224414,0x66001CC0
Label,38,WhatsThisHelpID,3,0,active,0x80C12203,0x66001EF0
Label,39,Appearance,6,0,active,0x80C12606,0x66001CA0
Label,40,Container,32,0,skip,0x80004C20,0x66001FB0
Label,41,RightToLeft,4,0,active,0x80C14404,0x66114000
Label,42,ToolTipText,1,0,active,0x80D12401,0x66001F20
Label,43,OLEDropMode,6,0,active,0x80412406,0x66001D70
Label,44,DataMember,33,0,active,0x80F12621,0x660020A0
Label,45,DataFormat,22,0,active,0x84654416,0x66002070
Label,46,DataSource(obj),22,0,flag,0x84244C16,0x66002088
Line,0,Name,18,0,skip,0x8400D412,0x66001E50
Line,1,Index,17,0,active,0x84C1D411,0x66001F00
Line,2,BorderColor,5,0,active,0x01D12285,0x660276F8
Line,3,X1,8,0,active,0x00214408,0x66027708
Line,4,Y1,10,0,active,0x0021440A,0x66027728
Line,5,X2,8,0,active,0x00214408,0x66027718
Line,6,Y2,10,0,active,0x0021440A,0x66027738
Line,7,Visible,4,0,active,0x80E14404,0x66001DF0
Line,8,Parent,25,0,skip,0x80003819,0x66001F10
Line,9,Tag,13,0,active,0x80C1220D,0x66001DD0
Line,10,DrawMode,6,0,active,0x00C14406,0x66022180
Line,11,BorderStyle,6,0,active,0x01C12286,0x660276D0
Line,12,BorderWidth,2,0,active,0x00C12402,0x660276E8
Line,13,Container,32,0,skip,0x80004C20,0x66001FB0
ListBox,0,Name,18,0,skip,0x8400D412,0x66001E50
ListBox,1,Index,17,0,active,0x84C1D411,0x66001F00
ListBox,2,BackColor,5,0,active,0x80F12405,0x66001E40
ListBox,3,ForeColor,5,0,active,0x80F12405,0x66001E60
ListBox,4,LeftTop,8,4,active,0x90222408,0x66001DC0
ListBox,5,Top,10,0,flag,0x9020240A,0x66001DE0
ListBox,6,Width,9,0,flag,0x90202409,0x66001E00
ListBox,7,Height,11,0,flag,0x9020240B,0x66001DA0
ListBox,8,Enabled,4,0,active,0x80E14404,0x66001D90
ListBox,9,Visible,4,0,active,0x80E14404,0x66001DF0
ListBox,10,MousePointer,6,0,active,0x80C12406,0x66001D50
ListBox,11,FontName,1,0,active,0x90224C01,0x66001CF0
ListBox,12,FontSize,7,0,flag,0x90304C07,0x66001D00
ListBox,13,FontBold,4,0,flag,0x90204C04,0x66001CD0
ListBox,14,FontItalic,4,0,flag,0x90204C04,0x66001CE0
ListBox,15,FontStrikethru,4,0,flag,0x90204C04,0x66001D10
ListBox,16,FontUnderline,4,0,flag,0x90204C04,0x66001D20
ListBox,17,TabIndex,2,0,active,0x84012402,0x66001FF0
ListBox,18,ListCount,2,0,flag,0x00005802,0x660021F8
ListBox,19,ListIndex,2,0,flag,0x00204C02,0x66002208
ListBox,20,List,1,0,active,0x08064501,0x66002270
ListBox,21,Sorted,4,0,active,0x00C13204,0x66002290
ListBox,22,Text,1,0,flag,0x00204C01,0x660022A0
ListBox,23,Parent,25,0,skip,0x80003819,0x66001F10
ListBox,24,DragMode,6,0,active,0x80C12606,0x66001ED0
ListBox,25,DragIcon,21,0,active,0x84C1A215,0x66001EC0
ListBox,26,TabStop,4,0,active,0x80C14404,0x66002000
ListBox,27,Tag,13,0,active,0x80C1220D,0x66001DD0
ListBox,28,Columns,2,0,active,0x00E12402,0x660022B0
ListBox,29,MultiSelect,6,0,active,0x00C15406,0x660022C0
ListBox,30,Selected,4,0,flag,0x00204D04,0x66002220
ListBox,31,SelCount,2,0,flag,0x00005802,0x660022D8
ListBox,32,TopIndex,2,0,flag,0x00204C02,0x660021C0
ListBox,33,ItemData,3,0,active,0x00064503,0x660022E8
ListBox,34,NewIndex,2,0,flag,0x00003802,0x660022F8
ListBox,35,HelpContextID,3,0,active,0x80C12203,0x66001DB0
ListBox,36,hWnd,3,0,flag,0x80003803,0x66001D30
ListBox,37,IMEMode,6,0,active,0xC0C16606,0x66114018
ListBox,38,MouseIcon,21,0,active,0x84C1A615,0x66001D40
ListBox,39,Font,20,0,active,0x80224414,0x66001CC0
ListBox,40,DataSource,1,0,active,0x82F13201,0x66001FE0
ListBox,41,DataField,1,0,active,0x80F12601,0x66001FD0
ListBox,42,DataChanged,4,0,flag,0x80106E04,0x66001FC0
ListBox,43,WhatsThisHelpID,3,0,active,0x80C12203,0x66001EF0
ListBox,44,Appearance,6,0,active,0x80C12606,0x66001CA0
ListBox,45,Container,32,0,skip,0x80004C20,0x66001FB0
ListBox,46,IntegralHeight,4,0,active,0x00413604,0x66002308
ListBox,47,RightToLeft,4,0,active,0x80C14404,0x66114000
ListBox,48,ToolTipText,1,0,active,0x80D12401,0x66001F20
ListBox,49,OLEDragMode,6,0,active,0x80412206,0x660021A0
ListBox,50,OLEDropMode,6,0,active,0x80412406,0x66001D70
ListBox,51,Style,6,0,active,0x00C13406,0x66002318
ListBox,52,CausesValidation,4,0,active,0x80C12204,0x66002010
ListBox,53,DataMember,33,0,active,0x80F12621,0x660020A0
ListBox,54,DataFormat,22,0,active,0x84654416,0x66002070
ListBox,55,DataSource(obj),22,0,flag,0x84244C16,0x66002088
MDIForm,0,Name,1,0,active,0x8400D412,0x660222A0
MDIForm,1,Caption,1,0,active,0x80EA4401,0x66022290
MDIForm,2,hWnd,3,0,flag,0x80003803,0x66001D30
MDIForm,3,BackColor,5,0,active,0x80F12405,0x66022260
MDIForm,4,ForeColor,5,0,active,0x80F12405,0x66022280
MDIForm,5,Left,8,0,active,0x90222408,0x66001DC0
MDIForm,6,Top,10,0,flag,0x9020240A,0x66001DE0
MDIForm,7,Width,9,0,flag,0x90202409,0x66001E00
MDIForm,8,Height,11,0,flag,0x9020240B,0x66001DA0
MDIForm,9,Enabled,4,0,active,0x80E14404,0x66001D90
MDIForm,10,WindowState,6,0,active,0x00C14406,0x66022558
MDIForm,11,MousePointer,6,0,active,0x80C12406,0x66001D50
MDIForm,12,FontName,1,0,active,0x90224C01,0x66001CF0
MDIForm,13,FontSize,7,0,flag,0x90304C07,0x66001D00
MDIForm,14,FontBold,4,0,flag,0x90204C04,0x66001CD0
MDIForm,15,FontItalic,4,0,flag,0x90204C04,0x66001CE0
MDIForm,16,FontStrikethru,4,0,flag,0x90204C04,0x66001D10
MDIForm,17,FontUnderline,4,0,flag,0x90204C04,0x66001D20
MDIForm,18,hDC,3,0,flag,0x00005803,0x66022170
MDIForm,19,CurrentX,7,0,flag,0x00004C07,0x66022150
MDIForm,20,CurrentY,7,0,flag,0x00004C07,0x66022160
MDIForm,21,ScaleLeft,7,0,flag,0x10404407,0x66022218
MDIForm,22,ScaleTop,7,0,flag,0x10404407,0x66022240
MDIForm,23,ScaleWidth,7,0,flag,0x10004407,0x66022250
MDIForm,24,ScaleHeight,7,0,flag,0x10004407,0x66022208
MDIForm,25,ScaleMode,6,3,active,0x10422406,0x66022228
MDIForm,26,FontTransparent,4,0,flag,0x10404404,0x660221E8
MDIForm,27,DrawStyle,6,0,active,0x00C14406,0x66022198
MDIForm,28,DrawWidth,2,0,active,0x00C14402,0x660221B0
MDIForm,29,FillStyle,6,0,active,0x00C14406,0x660221D0
MDIForm,30,FillColor,5,0,active,0x00D12405,0x660221C0
MDIForm,31,DrawMode,6,0,active,0x00C14406,0x66022180
MDIForm,32,AutoRedraw,4,0,flag,0x10604404,0x66022140
MDIForm,33,Picture,21,0,active,0x04E12415,0x66022548
MDIForm,34,BorderStyle,6,0,active,0x00C12406,0x660224C0
MDIForm,35,Icon,21,0,active,0x00C1A615,0x660224F0
MDIForm,36,LinkTopic,1,0,active,0x00C1A401,0x66022518
MDIForm,37,LinkMode,6,0,active,0x00C12406,0x66022500
MDIForm,38,MaxButton,4,0,active,0x00C13604,0x66022528
MDIForm,39,MinButton,4,0,active,0x00C13604,0x66022538
MDIForm,40,Moveable,4,0,active,0x00C13604,0x660224E0
MDIForm,41,Image,21,0,flag,0x04005815,0x660221F8
MDIForm,42,ShowInTaskbar,4,0,active,0x00C13204,0x660226A0
MDIForm,43,_,4,0,sep,0xE0000804,0x660024A0
MDIForm,44,_,4,0,sep,0xE0000804,0x660024A0
MDIForm,45,_,4,0,sep,0xE0000804,0x660024A0
MDIForm,46,Visible,4,0,active,0x80E14404,0x66001DF0
MDIForm,47,Tag,13,0,active,0x80C1220D,0x66001DD0
MDIForm,48,MDIChild,4,0,active,0x00C15404,0x66022580
MDIForm,49,NegotiateMenus,4,0,active,0x00C12204,0x66022570
MDIForm,50,ClipControls,4,0,active,0x80C12204,0x66022270
MDIForm,51,HelpContextID,3,0,active,0x80C12203,0x66001DB0
MDIForm,52,ActiveControl,26,0,flag,0x0000581A,0x66022590
MDIForm,53,ClientSize,8,12,active,0x12025A08,0x660225A0
MDIForm,54,ClientTop,10,0,flag,0x12005A0A,0x660225B0
MDIForm,55,ClientWidth,8,0,flag,0x12005A08,0x660225C0
MDIForm,56,ClientHeight,10,0,flag,0x12005A0A,0x660225D0
MDIForm,57,Count,2,0,flag,0x00005802,0x660225E0
MDIForm,58,Palette,32,0,skip,0x00005820,0x660225F0
MDIForm,59,MouseIcon,21,0,active,0x84C1A615,0x66001D40
MDIForm,60,_,4,0,sep,0xE0000804,0x660024A0
MDIForm,61,LockControls,4,0,active,0x02C13A04,0x66022600
MDIForm,62,NegotiateMenus,4,0,active,0x02C13204,0x66022610
MDIForm,63,_,4,0,sep,0xE0000804,0x660024A0
MDIForm,64,Font,20,0,active,0x80224414,0x66001CC0
MDIForm,65,Appearance,6,0,active,0x80C12606,0x66001CA0
MDIForm,66,WhatsThisButton,4,0,active,0x00C13404,0x66022680
MDIForm,67,WhatsThisHelp,4,0,active,0x00C13404,0x66022690
MDIForm,68,StartUpPosition,4,0,active,0x00C13204,0x66022658
MDIForm,69,RightToLeft,4,0,active,0x80C14404,0x66114000
MDIForm,70,PaletteMode,6,0,active,0x00C13406,0x66022668
MDIForm,71,OLEDropMode,6,0,active,0x80412406,0x66001D70
MDIForm,72,Icon,21,0,active,0x04E12415,0x66022620
MDIForm,73,HasDC,6,0,active,0x00C1A406,0x66022630
MDIForm,74,Moveable,4,0,active,0x00C13204,0x66022648
Menu,0,Name,18,0,skip,0x8400D412,0x66001E50
Menu,1,Index,17,0,active,0x84C1D411,0x66001F00
Menu,2,Visible,4,0,active,0x00C14404,0x66027908
Menu,3,Caption,1,0,active,0x0801A601,0x660278B0
Menu,4,Checked,4,0,active,0x00C12404,0x660278C8
Menu,5,Enabled,4,0,active,0x00C14404,0x660278D8
Menu,6,_,4,0,active,0x00C12C04,0x660278F8
Menu,7,_,4,0,active,0x00C13A04,0x660278E8
Menu,8,Shortcut,2,0,active,0x02C5B602,0x66027898
Menu,9,Parent,25,0,skip,0x80003819,0x66001F10
Menu,10,Tag,13,0,active,0x80C1220D,0x66001DD0
Menu,11,WindowList,4,0,active,0x00C13404,0x66027918
Menu,12,HelpContextID,3,0,active,0x80C12203,0x66001DB0
Menu,13,NegotiatePosition,6,0,active,0x02C1B206,0x66027928
OLE,0,Name,18,0,skip,0x8400D412,0x66001E50
OLE,1,Index,17,0,active,0x84C1D411,0x66001F00
OLE,2,BackColor,5,0,active,0x80F12405,0x66001E40
OLE,3,LeftTop,8,4,active,0x90222408,0x66001DC0
OLE,4,Top,10,0,flag,0x9020240A,0x66001DE0
OLE,5,Width,9,0,flag,0x90202409,0x66001E00
OLE,6,Height,11,0,flag,0x9020240B,0x66001DA0
OLE,7,Visible,4,0,active,0x80E14404,0x66001DF0
OLE,8,Parent,25,0,skip,0x80003819,0x66001F10
OLE,9,DragMode,6,0,active,0x80C12606,0x66001ED0
OLE,10,DragIcon,21,0,active,0x84C1A215,0x66001EC0
OLE,11,Tag,13,0,active,0x80C1220D,0x66001DD0
OLE,12,BorderStyle,6,0,active,0x00C12406,0x66024AE8
OLE,13,Enabled,4,0,active,0x80E14404,0x66001D90
OLE,14,TabStop,4,0,active,0x80C14404,0x66002000
OLE,15,TabIndex,2,0,active,0x84012402,0x66001FF0
OLE,16,MousePointer,6,0,active,0x80C12406,0x66001D50
OLE,17,Class,1,0,active,0x04D14401,0x66024B00
OLE,18,OLEType,6,0,flag,0x00005806,0x66024B20
OLE,19,SourceDoc,1,0,active,0x04D14401,0x66024B48
OLE,20,SourceItem,1,0,active,0x04D14401,0x66024B70
OLE,21,UpdateOptions,6,0,active,0x00C12606,0x66024BC0
OLE,22,HostName,1,0,active,0x00C14401,0x66024BE8
OLE,23,SizeMode,6,0,active,0x00C12406,0x66024C10
OLE,24,AutoActivate,6,0,active,0x00C12206,0x66024C38
OLE,25,AutoVerbMenu,4,0,active,0x00C12204,0x66024C60
OLE,26,AppIsRunning,4,0,flag,0x00004C04,0x66024C88
OLE,27,Picture,21,0,flag,0x00005815,0x66024CA0
OLE,28,OleObjectBlob,32,0,skip,0x00005820,0x66024AA8
OLE,29,EditMode,3,0,flag,0x00004C03,0x66024CB8
OLE,30,DataText,1,0,flag,0x00004C01,0x66024CE0
OLE,31,Format,1,0,flag,0x00002A01,0x66024D00
OLE,32,ObjectAcceptFormats,1,0,flag,0x00005901,0x66024D30
OLE,33,ObjectAcceptFormatsCount,2,0,flag,0x00005802,0x66024D68
OLE,34,ObjectGetFormats,1,0,flag,0x00005901,0x66024D98
OLE,35,ObjectGetFormatsCount,2,0,flag,0x00005802,0x66024DC8
OLE,36,OLETypeAllowed,6,0,active,0x00C12206,0x66024DF0
OLE,37,PasteOK,4,0,flag,0x00005804,0x66024E10
OLE,38,ObjectVerbs,1,0,flag,0x00005901,0x66024E38
OLE,39,ObjectVerbFlags,3,0,flag,0x00005903,0x66024E60
OLE,40,ObjectVerbsCount,2,0,flag,0x00005802,0x66024E90
OLE,41,Verb,2,0,active,0x00C12202,0x66024EB0
OLE,42,FileNumber,2,0,flag,0x00002A02,0x66024ED8
OLE,43,Action,2,0,flag,0x02000C02,0x66024EF8
OLE,44,MiscFlags,2,0,active,0x00C12202,0x66024F20
OLE,45,OleObjectBlob2,3,0,active,0x02021803,0x66024AD0
OLE,46,_,4,0,sep,0xE0000804,0x660024A0
OLE,47,CausesValidation,4,0,active,0x80C12204,0x66002010
OLE,48,DisplayType,4,0,active,0x22011804,0x66024F40
OLE,49,hWnd,3,0,flag,0x80005803,0x66024FC0
OLE,50,HelpContextID,3,0,active,0x80C12203,0x66001DB0
OLE,51,LpOleObject,6,0,active,0x00C14406,0x66024F68
OLE,52,BackStyle,3,0,flag,0x00005803,0x66024F90
OLE,53,OLEDropAllowed,6,0,active,0x00C12406,0x66024FA8
OLE,54,MouseIcon,21,0,active,0x84C1A615,0x66001D40
OLE,55,_,4,0,sep,0xE0000804,0x660024A0
OLE,56,_,4,0,sep,0xE0000804,0x660024A0
OLE,57,_,4,0,sep,0xE0000804,0x660024A0
OLE,58,_,4,0,sep,0xE0000804,0x660024A0
OLE,59,_,4,0,sep,0xE0000804,0x660024A0
OLE,60,_,4,0,sep,0xE0000804,0x660024A0
OLE,61,_,4,0,sep,0xE0000804,0x660024A0
OLE,62,_,4,0,sep,0xE0000804,0x660024A0
OLE,63,_,4,0,sep,0xE0000804,0x660024A0
OLE,64,_,4,0,sep,0xE0000804,0x660024A0
OLE,65,DataChanged,4,0,flag,0x80106E04,0x66001FC0
OLE,66,DataField,1,0,active,0x80F12601,0x66001FD0
OLE,67,DataSource,1,0,active,0x82F13201,0x66001FE0
OLE,68,Bindings,1,0,active,0x02021801,0x66024FE8
OLE,69,OLEDropAllowed,4,0,active,0x00C12404,0x66024B98
OLE,70,WhatsThisHelpID,3,0,active,0x80C12203,0x66001EF0
OLE,71,Container,32,0,skip,0x80004C20,0x66001FB0
OLE,72,Appearance,6,0,active,0x80C12606,0x66001CA0
OLE,73,_,4,0,sep,0xE0000804,0x660024A0
OLE,74,_,4,0,sep,0xE0000804,0x660024A0
OptionButton,0,Name,18,0,skip,0x8400D412,0x66001E50
OptionButton,1,Caption,1,0,active,0x80EA4401,0x66022290
OptionButton,2,Index,17,0,active,0x84C1D411,0x66001F00
OptionButton,3,BackColor,5,0,active,0x80F12405,0x66022260
OptionButton,4,ForeColor,5,0,active,0x80F12405,0x66022280
OptionButton,5,LeftTop,8,4,active,0x90222408,0x66001DC0
OptionButton,6,Top,10,0,flag,0x9020240A,0x66001DE0
OptionButton,7,Width,9,0,flag,0x90202409,0x66001E00
OptionButton,8,Height,11,0,flag,0x9020240B,0x66001DA0
OptionButton,9,Enabled,4,0,active,0x80E14404,0x66001D90
OptionButton,10,Visible,4,0,active,0x80E14404,0x66001DF0
OptionButton,11,MousePointer,6,0,active,0x80C12406,0x66001D50
OptionButton,12,FontName,1,0,active,0x90224C01,0x66001CF0
OptionButton,13,FontSize,7,0,flag,0x90304C07,0x66001D00
OptionButton,14,FontBold,4,0,flag,0x90204C04,0x66001CD0
